Timestamp,CPU_Usage
23:05:52,0.0
23:05:53,22.1
23:05:54,35.0
23:05:54,34.5
23:05:55,36.5
23:05:56,30.75
23:05:56,30.75
23:05:57,33.5
23:05:57,28.75
23:05:58,38.25
23:05:59,37.75
23:05:59,30.75
23:06:00,34.5
23:06:01,0.95
23:06:01,0.95
23:06:02,1.85
